symbol,base_asset,quote_asset,contract_type,underlying_type,exchange_tags,sector_l3,sector_l3_kr,subcat_code,subcat_kr,asset_class,last_price,change_24h_pct,quote_volume_24h,liquidity_tier,volatility_grade,listing_age,onboard_date
CSOPSKHYNIX2LUSDT,CSOPSKHYNIX2L,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),4.578,0.175,12254865.94297,T4,LOW,NEW,2026-08-11
BLESSUSDT,BLESS,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.007186,-1.06,12251971.161876,T4,LOW,NEW,2025-09-23
SPXUSDT,SPX,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.3821,18.481,12112153.8902,T4,EXTREME,MID,2024-12-10
HK1810USDT,HK1810,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),27.88,0.505,12008380.9224,T4,LOW,NEW,2026-07-22
1000RATSUSDT,1000RATS,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,BRC20,BRC20,암호화폐,0.04483,6.942,11863281.8637,T4,MID,MID,2023-12-15
CHZUSDT,CHZ,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,Fan-Token,Fan-Token,암호화폐,0.01276,6.333,11826534.80307,T4,MID,LEGACY,2021-01-21
ROBOUSDT,ROBO,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.01403,6.692,11715751.28739,T4,MID,NEW,2026-02-27
AVNTUSDT,AVNT,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.09248,8.557,11650124.01251,T4,HIGH,NEW,2025-09-09
MMTUSDT,MMT,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.1777,8.288,11637406.4482,T4,HIGH,NEW,2025-11-04
ARBUSDC,ARB,USDC,PERPETUAL,COIN,USDC,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.08728,12.955,11617951.295551,T4,HIGH,MID,2024-04-18
JCTUSDT,JCT,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.002016,15.266,11470915.860992,T4,EXTREME,NEW,2025-11-10
ACUUSDT,ACU,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.12324,-3.182,11452488.15862,T4,MID,NEW,2026-01-21
LAUSDT,LA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.05602,-0.071,11044169.272511,T4,LOW,MID,2025-06-05
WLDUSDC,WLD,USDC,PERPETUAL,COIN,USDC,AI,AI/에이전트,Identity,Identity,암호화폐,0.3593,12.001,10940794.99047,T4,HIGH,MID,2024-03-14
ZENUSDT,ZEN,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,4.218,9.19,10811938.372,T4,HIGH,LEGACY,2020-11-24
MORPHOUSDT,MORPHO,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Lending,Lending,암호화폐,2.1645,5.114,10811730.13625,T4,MID,MID,2024-11-27
RUNEUSDT,RUNE,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.4386,3.517,10752062.3806,T4,MID,LEGACY,2020-09-04
BMTUSDT,BMT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.01645,7.096,10531774.41343,T4,HIGH,MID,2025-03-17
CCUSDT,CC,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.10373,14.644,10475824.92871,T4,HIGH,NEW,2025-10-31
STORJUSDT,STORJ,USDT,PERPETUAL,COIN,Storage,DEPIN,DePIN,Storage,Storage,암호화폐,0.04066,0.321,10420526.05707,T4,LOW,LEGACY,2020-09-16
AIOUSDT,AIO,USDT,PERPETUAL,COIN,Alpha,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.03794,-12.48,10106609.64446,T4,HIGH,MID,2025-08-13
PEOPLEUSDT,PEOPLE,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.008245,9.133,10060248.03201,T4,HIGH,LEGACY,2021-12-23
CXMTUSDT,CXMT,USDT,TRADIFI_PERPETUAL,CN_EQUITY,TradFi,TRADFI,전통금융,TF-CN,중국 비상장 · 신흥,주식(중화권),8.25,-2.251,9931894.5888,T4,LOW,NEW,2026-08-18
UNIUSDC,UNI,USDC,PERPETUAL,COIN,USDC,DEFI,디파이,DEX,DEX,암호화폐,3.667,8.331,9752444.162,T4,HIGH,MID,2025-06-16
EPICUSDT,EPIC,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.3378,-4.089,9502909.34132,T4,MID,MID,2025-03-13
MEGAUSDT,MEGA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.03748,16.615,9492075.08684,T4,EXTREME,NEW,2026-01-30
INTWUSDT,INTW,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,19.14,-11.553,9346427.1429,T4,HIGH,NEW,2026-07-09
NILUSDT,NIL,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.04204,1.131,9214004.190178,T4,LOW,MID,2025-03-24
SANDUSDT,SAND,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,Metaverse,Metaverse,암호화폐,0.04149,6.412,9074946.33056,T4,MID,LEGACY,2021-01-18
CLOUSDT,CLO,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.10678,-17.257,8974192.89205,T4,EXTREME,NEW,2025-10-14
ENSUSDT,ENS,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Naming,Naming,암호화폐,4.306,11.612,8851100.557,T4,HIGH,LEGACY,2021-11-29
CFGUSDT,CFG,USDT,PERPETUAL,COIN,RWA,RWA,실물자산/토큰증권,RWA-CREDIT,토큰화 사모신용,암호화폐,0.1316,0.535,8846129.8015,T4,LOW,NEW,2026-03-16
FORMUSDT,FORM,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.2409,17.57,8548152.75078,T4,EXTREME,MID,2025-03-19
AAVEUSDC,AAVE,USDC,PERPETUAL,COIN,USDC,DEFI,디파이,Lending,Lending,암호화폐,96.86,8.345,8323132.772,T4,HIGH,MID,2025-06-16
NOKUSDT,NOK,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,9.97,-6.56,8232098.4818,T4,MID,NEW,2026-06-01
QCOMUSDT,QCOM,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,160.48,-0.031,8171981.2942,T4,LOW,NEW,2026-05-06
XPDUSDT,XPD,USDT,TRADIFI_PERPETUAL,COMMODITY,TradFi,TRADFI,전통금융,TF-COMM-PM,귀금속 (금·은·백금·팔라듐),원자재,1324.51,1.614,8131007.4965,T4,LOW,NEW,2026-01-30
LLYUSDT,LLY,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-HEALTH,헬스케어 · 바이오,주식,1270.63,2.851,8017508.8956,T4,LOW,NEW,2026-06-01
AXSUSDT,AXS,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.9275,8.365,8004948.4641,T4,HIGH,LEGACY,2020-11-20
VETUSDT,VET,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Enterprise-L1,Enterprise-L1,암호화폐,0.004974,11.6,7973652.128634,T4,HIGH,LEGACY,2020-02-14
ALICEUSDT,ALICE,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,메타버스,메타버스,암호화폐,0.1399,5.188,7950018.98083,T4,MID,LEGACY,2021-03-15
PIEVERSEUSDT,PIEVERSE,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.9659,11.794,7880005.6741,T4,HIGH,NEW,2025-11-14
1000XECUSDT,1000XEC,USDT,PERPETUAL,COIN,Payment,PAY,결제,결제,결제,암호화폐,0.006924,11.534,7826571.487905,T4,HIGH,LEGACY,2021-09-16
UBUSDT,UB,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.11337,-3.589,7823791.12537,T4,MID,NEW,2025-09-12
PYTHUSDT,PYTH,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Oracle,Oracle,암호화폐,0.04311,12.441,7818126.72614,T4,HIGH,MID,2023-11-22
MUSDT,M,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,1.2202,8.068,7698537.0968,T4,HIGH,MID,2025-07-07
STRKUSDT,STRK,USDT,PERPETUAL,COIN,Layer-1,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.02531,11.106,7515447.738146,T4,HIGH,MID,2024-02-20
ANTHROPICUSDT,ANTHROPIC,USDT,TRADIFI_PERPETUAL,PREMARKET,Pre-IPO/TradFi,TRADFI,전통금융,TF-PREIPO,프리-IPO (비상장),비상장 지분,1800.55,0.556,7495347.4912,T4,LOW,NEW,2026-06-02
COWUSDT,COW,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.1084,2.749,7492905.2964,T4,LOW,MID,2024-11-06
ICXUSDT,ICX,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.01616,-8.182,7228230.38108,T4,HIGH,LEGACY,2020-09-15
DODOXUSDT,DODOX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.019961,-0.205,7181544.163112,T4,LOW,LEGACY,2023-08-08
BSBUSDT,BSB,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.12305,0.943,7140546.15637,T4,LOW,NEW,2026-03-25
FILUSDC,FIL,USDC,PERPETUAL,COIN,USDC,DEPIN,DePIN,Storage,Storage,암호화폐,0.6873,7.407,7107950.40012,T4,HIGH,MID,2024-04-18
TRBUSDT,TRB,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Oracle,Oracle,암호화폐,14.356,9.655,7106326.456,T4,HIGH,LEGACY,2020-09-03
IBMUSDT,IBM,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-BIGTECH,빅테크 · 플랫폼,주식,235.86,1.528,7015413.4787,T4,LOW,NEW,2026-06-03
1000LUNCUSDT,1000LUNC,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.05145,7.568,6987487.07238,T4,HIGH,LEGACY,2022-09-08
LTCUSDC,LTC,USDC,PERPETUAL,COIN,USDC,L1,레이어1,PoW-L1,PoW-L1,암호화폐,47.15,5.128,6978202.63,T4,MID,MID,2024-04-11
MELANIAUSDT,MELANIA,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Political-Meme,Political-Meme,암호화폐,0.08038,13.724,6912512.010698,T4,HIGH,MID,2025-01-20
TSTUSDT,TST,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.01496,1.424,6839026.709541,T4,LOW,MID,2025-02-09
ZBTUSDT,ZBT,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.0771,2.91,6824320.2709,T4,LOW,NEW,2025-10-17
RIVERUSDT,RIVER,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,2.652,3.231,6820514.4439,T4,MID,NEW,2025-10-17
RIFUSDT,RIF,USDT,PERPETUAL,COIN,Storage,DEPIN,DePIN,스토리지,스토리지,암호화폐,0.07954,10.457,6793229.64267,T4,HIGH,MID,2023-10-21
SKYUSDT,SKY,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,CDP,CDP,암호화폐,0.0607,5.989,6767344.82013,T4,MID,NEW,2025-09-09
IMXUSDT,IMX,USDT,PERPETUAL,COIN,NFT,L2,레이어2/스케일링,Gaming-L2,Gaming-L2,암호화폐,0.1061,9.721,6690590.2604,T4,HIGH,LEGACY,2022-02-10
COMPUSDT,COMP,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Lending,Lending,암호화폐,18.72,6.364,6515882.04,T4,MID,LEGACY,2020-06-30
SYNUSDT,SYN,USDT,PERPETUAL,COIN,DeFi,INFRA,인프라,Bridge,Bridge,암호화폐,0.112,7.486,6461635.8648,T4,HIGH,MID,2024-08-16
ARUSDT,AR,USDT,PERPETUAL,COIN,Storage,DEPIN,DePIN,Storage,Storage,암호화폐,1.905,7.264,6458112.812,T4,HIGH,LEGACY,2021-09-28
ESPORTSUSDT,ESPORTS,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,게임,게임,암호화폐,0.01618,3.321,6288031.25908,T4,MID,MID,2025-07-29
BASEDUSDT,BASED,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.07902,2.81,6244644.05637,T4,LOW,NEW,2026-03-30
STXUSDT,STX,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.1368,13.905,6174041.7667,T4,HIGH,LEGACY,2023-02-20
ZKUSDT,ZK,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,Rollup,Rollup,암호화폐,0.008396,12.261,6104345.142204,T4,HIGH,MID,2024-06-17
BIOUSDC,BIO,USDC,PERPETUAL,COIN,USDC,OTHER,기타/미분류,미분류,미분류,암호화폐,0.03029,17.131,6089582.46359,T4,EXTREME,NEW,2025-08-25
GWEIUSDT,GWEI,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.0221,4.344,6050176.74638,T4,MID,NEW,2026-01-29
MOODENGUSDT,MOODENG,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.04092,15.235,6016606.09088,T4,EXTREME,MID,2024-10-25
TURBOUSDT,TURBO,USDT,PERPETUAL,COIN,AI,MEME,밈코인,Meme,Meme,암호화폐,0.0008775,13.725,5912724.7202874,T4,HIGH,MID,2024-05-30
GIGADEVUSDT,GIGADEV,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),61.56,-2.502,5904495.7648,T4,LOW,NEW,2026-08-03
SLXUSDT,SLX,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.0654,3.285,5883548.12413,T4,MID,NEW,2026-06-01
HOLOUSDT,HOLO,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI,AI,암호화폐,0.05971,5.142,5818806.02084,T4,MID,NEW,2025-09-11
RSRUSDT,RSR,USDT,PERPETUAL,COIN,DeFi,RWA,실물자산/토큰증권,RWA-INFRA,RWA 인프라·발행체인,암호화폐,0.001283,5.51,5771153.74625,T4,MID,LEGACY,2020-10-19
ALPINEUSDT,ALPINE,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.3305,0.152,5715184.15704,T4,LOW,MID,2025-05-06
AMATUSDT,AMAT,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,489.46,-5.363,5710929.1663,T4,MID,NEW,2026-06-08
GENIUSUSDT,GENIUS,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.3342,-6.124,5585618.6384,T4,MID,NEW,2026-04-16
NIGHTUSDT,NIGHT,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.01962,9.487,5502859.98171,T4,HIGH,NEW,2025-12-10
PENGUUSDC,PENGU,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,Meme,Meme,암호화폐,0.007159,15.319,5500474.330397,T4,EXTREME,MID,2025-07-23
DYDXUSDT,DYDX,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Perp-DEX,Perp-DEX,암호화폐,0.1116,9.412,5299884.4168,T4,HIGH,LEGACY,2021-09-09
SPACEUSDT,SPACE,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.005277,4.454,5295352.904657,T4,MID,NEW,2026-01-23
STXXUSDT,STXX,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-EQ-OTHER,개별주 · 기타(확인필요),주식,821.22,-9.868,5288160.4713,T4,HIGH,NEW,2026-06-11
SUSDT,S,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.02517,17.343,5259435.57496,T4,EXTREME,MID,2025-01-16
2ZUSDT,2Z,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.05257,10.767,5175103.52879,T4,HIGH,NEW,2025-10-02
PIPPINUSDT,PIPPIN,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.01847,4.291,5059532.95132,T4,MID,MID,2025-01-24
JSTUSDT,JST,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.10521,-1.553,5043354.12581,T4,LOW,MID,2025-04-28
1000SATSUSDT,1000SATS,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,BRC20,BRC20,암호화폐,1.166e-05,12.44,5034625.17071051,T4,HIGH,MID,2023-12-12
BNCUSDT,BNC,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-CRYPTOEQ,크립토 연관주,주식,2.776,7.764,5002344.68367,T4,HIGH,NEW,2026-07-09
SYRUPUSDT,SYRUP,USDT,PERPETUAL,COIN,DeFi,RWA,실물자산/토큰증권,RWA-CREDIT,토큰화 사모신용,암호화폐,0.16618,4.496,4890660.57479,T4,MID,MID,2025-05-07
ONEUSDT,ONE,USDT,PERPETUAL,COIN,Layer-2,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.0006896,0.598,4842057.0913061,T4,LOW,LEGACY,2021-03-17
BRETTUSDT,BRETT,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.004548,23.052,4831737.950314,T4,EXTREME,MID,2024-08-20
SIGNUSDT,SIGN,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.007044,3.148,4769955.838823,T4,MID,MID,2025-04-28
ZHONGJIUSDT,ZHONGJI,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),138.66,-1.408,4745800.5042,T4,LOW,NEW,2026-08-14
OPNUSDT,OPN,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.05466,-0.091,4702931.59093,T4,LOW,NEW,2026-02-21
TOWNSUSDT,TOWNS,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.002415,6.575,4674281.534535,T4,MID,MID,2025-08-05
JASMYUSDT,JASMY,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,인프라,인프라,암호화폐,0.003738,8.568,4640085.069407,T4,HIGH,LEGACY,2022-04-19
DUSKUSDT,DUSK,USDT,PERPETUAL,COIN,Layer-1,RWA,실물자산/토큰증권,RWA-INFRA,RWA 인프라·발행체인,암호화폐,0.0699,8.98,4637941.40265,T4,HIGH,LEGACY,2022-01-06
MEMEUSDT,MEME,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,Meme,Meme,암호화폐,0.0005031,9.298,4623110.1051433,T4,HIGH,MID,2023-11-03
GRTUSDT,GRT,USDT,PERPETUAL,COIN,AI,INFRA,인프라,Indexing,Indexing,암호화폐,0.01444,9.228,4598681.09158,T4,HIGH,LEGACY,2020-12-18
THETAUSDT,THETA,USDT,PERPETUAL,COIN,AI,DEPIN,DePIN,Video,Video,암호화폐,0.1593,13.542,4552351.2694,T4,HIGH,LEGACY,2020-05-27
SMCIUSDT,SMCI,USDT,TRADIFI_PERPETUAL,EQUITY,TradFi,TRADFI,전통금융,TF-SEMI,반도체 · AI하드웨어,주식,36.24,-2.371,4537391.6009,T4,LOW,NEW,2026-06-22
POPMARTUSDT,POPMART,USDT,TRADIFI_PERPETUAL,HK_EQUITY,TradFi,TRADFI,전통금융,TF-HK,홍콩 · 중국 주식,주식(중화권),18.96,-3.067,4533250.1866,T4,MID,NEW,2026-07-23
BERAUSDT,BERA,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.1569,4.461,4523627.07142,T4,MID,MID,2025-02-06
ARCUSDT,ARC,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Agent,AI-Agent,암호화폐,0.07038,-3.098,4496436.60392,T4,MID,MID,2025-01-17
BILLUSDT,BILL,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.01944,0.882,4495648.43914,T4,LOW,NEW,2026-05-07
RAYSOLUSDT,RAYSOL,USDT,PERPETUAL,COIN,-,OTHER,기타/미분류,미분류,미분류,암호화폐,0.6807,10.378,4472209.22768,T4,HIGH,MID,2024-12-10
OPENAIUSDT,OPENAI,USDT,TRADIFI_PERPETUAL,PREMARKET,Pre-IPO/TradFi,TRADFI,전통금융,TF-PREIPO,프리-IPO (비상장),비상장 지분,1231.73,-2.264,4417809.7786,T4,LOW,NEW,2026-05-26
POWERUSDT,POWER,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.0915,7.231,4401382.63393,T4,HIGH,NEW,2025-12-06
APEUSDT,APE,USDT,PERPETUAL,COIN,NFT,GAME,게임/메타버스/NFT,NFT,NFT,암호화폐,0.129,6.612,4367262.799,T4,MID,LEGACY,2022-03-17
BROCCOLI714USDT,BROCCOLI714,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.01713,6.596,4330698.10194,T4,MID,MID,2025-03-21
RAVEUSDT,RAVE,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.2897,2.913,4287330.6489,T4,LOW,NEW,2025-12-14
IOTAUSDT,IOTA,USDT,PERPETUAL,COIN,PoW,L1,레이어1,IoT-L1,IoT-L1,암호화폐,0.03679,9.952,4275694.712873,T4,HIGH,LEGACY,2020-02-12
CFXUSDT,CFX,USDT,PERPETUAL,COIN,PoW,L1,레이어1,작업증명,작업증명,암호화폐,0.04422,7.044,4202669.05786,T4,HIGH,LEGACY,2023-02-19
MANAUSDT,MANA,USDT,PERPETUAL,COIN,Metaverse,GAME,게임/메타버스/NFT,Metaverse,Metaverse,암호화폐,0.06763,6.203,4185243.98443,T4,MID,LEGACY,2021-03-14
1INCHUSDT,1INCH,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,Aggregator,Aggregator,암호화폐,0.08667,3.834,4176766.78138,T4,MID,LEGACY,2020-12-25
KASUSDT,KAS,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,PoW-L1,PoW-L1,암호화폐,0.02797,9.045,4151132.0917,T4,HIGH,MID,2023-11-17
AUSDT,A,USDT,PERPETUAL,COIN,Layer-2,L2,레이어2/스케일링,레이어2,레이어2,암호화폐,0.06609,8.202,4140042.74151,T4,HIGH,MID,2025-05-28
USUSDT,US,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.017504,3.007,4134641.473723,T4,MID,NEW,2025-12-12
MOVRUSDT,MOVR,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.7336,-1.636,4052467.067879,T4,LOW,MID,2023-12-26
QNTUSDT,QNT,USDT,PERPETUAL,COIN,Infrastructure,INFRA,인프라,Interop,Interop,암호화폐,61.35,8.469,4023370.832,T4,HIGH,LEGACY,2022-10-18
ORDIUSDC,ORDI,USDC,PERPETUAL,COIN,USDC,MEME,밈코인,BRC20,BRC20,암호화폐,4.31,26.914,3978260.144,T4,EXTREME,MID,2024-02-22
ZILUSDT,ZIL,USDT,PERPETUAL,COIN,PoW,L1,레이어1,Alt-L1,Alt-L1,암호화폐,0.00243,6.954,3967695.79029,T4,MID,LEGACY,2020-06-18
XNYUSDT,XNY,USDT,PERPETUAL,COIN,Alpha,ALPHA,알파(신규·소형),알파(신규·소형),알파(신규·소형),암호화폐,0.007178,-1.712,3954573.358444,T4,LOW,MID,2025-08-13
BSVUSDT,BSV,USDT,PERPETUAL,COIN,PoW,L1,레이어1,PoW-L1,PoW-L1,암호화폐,15.79,10.188,3937454.001,T4,HIGH,MID,2023-10-20
SAHARAUSDT,SAHARA,USDT,PERPETUAL,COIN,AI,AI,AI/에이전트,AI-Data,AI-Data,암호화폐,0.007753,7.234,3916014.317333,T4,HIGH,MID,2025-06-26
PARTIUSDT,PARTI,USDT,PERPETUAL,COIN,Layer-1,L1,레이어1,레이어1,레이어1,암호화폐,0.02371,3.809,3886149.44265,T4,MID,MID,2025-03-25
BABYUSDT,BABY,USDT,PERPETUAL,COIN,DeFi,LST,스테이킹/리스테이킹,BTC-Staking,BTC-Staking,암호화폐,0.01099,9.245,3863753.20278,T4,HIGH,MID,2025-04-05
XAIUSDT,XAI,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,Gaming-L2,Gaming-L2,암호화폐,0.007438,5.894,3852843.550028,T4,MID,MID,2024-01-09
ERAUSDT,ERA,USDT,PERPETUAL,COIN,DeFi,DEFI,디파이,디파이,디파이,암호화폐,0.05825,6.044,3840729.02563,T4,MID,MID,2025-07-17
KAVAUSDT,KAVA,USDT,PERPETUAL,COIN,DeFi,L1,레이어1,AppChain,AppChain,암호화폐,0.04119,0.586,3837112.776445,T4,LOW,LEGACY,2020-07-28
HUMAUSDT,HUMA,USDT,PERPETUAL,COIN,Payment,PAY,결제,결제,결제,암호화폐,0.021623,3.291,3795454.419257,T4,MID,MID,2025-05-26
KAITOUSDC,KAITO,USDC,PERPETUAL,COIN,USDC,AI,AI/에이전트,AI-Infra,AI-Infra,암호화폐,0.355,2.276,3794859.20742,T4,LOW,MID,2025-03-05
KOMAUSDT,KOMA,USDT,PERPETUAL,COIN,Meme,MEME,밈코인,밈코인,밈코인,암호화폐,0.012627,-10.051,3790451.660477,T4,HIGH,MID,2024-12-10
PIXELUSDT,PIXEL,USDT,PERPETUAL,COIN,Gaming,GAME,게임/메타버스/NFT,GameFi,GameFi,암호화폐,0.005112,5.511,3779247.031245,T4,MID,MID,2024-02-19
